type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2009.       4.       7.      16.      58.      34.156],43,B0032,2,1014,01014.csv,,,
discharge,[2009.       4.       7.      19.      44.      26.578],43,B0032,3,1015,01015.csv,1.8940319526948572,,
charge,[2009.       4.       7.      20.      14.      29.375],43,B0032,4,1016,01016.csv,,,
discharge,[2009    4    7   22   58   18],43,B0032,5,1017,01017.csv,1.8747686491853095,,
charge,[2009.       4.       7.      23.      28.       3.703],43,B0032,6,1018,01018.csv,,,
discharge,[2.0090e+03 4.0000e+00 8.0000e+00 2.0000e+00 1.1000e+01 3.0218e+01],43,B0032,7,1019,01019.csv,1.8654947184112376,,
charge,[2.009e+03 4.000e+00 8.000e+00 2.000e+00 4.100e+01 7.921e+00],43,B0032,8,1020,01020.csv,,,
discharge,[2009.       4.       8.       5.      23.      26.343],43,B0032,9,1021,01021.csv,1.8527398169018068,,
impedance,[2009.       4.       8.       5.      56.      52.734],43,B0032,10,1022,01022.csv,,0.072291558,0.080321595
charge,[2009.       4.       8.       6.      28.      36.156],43,B0032,11,1023,01023.csv,,,
impedance,[2009.       4.       8.       9.      17.       2.109],43,B0032,12,1024,01024.csv,,0.069760595,0.077037715
discharge,[2009.       4.       9.      10.      24.      58.296],43,B0032,13,1025,01025.csv,1.844174397003866,,
charge,[2009.      4.      9.     10.     54.     17.39],43,B0032,14,1026,01026.csv,,,
discharge,[2009.       4.       9.      13.      33.      59.843],43,B0032,15,1027,01027.csv,1.8430238477512753,,
charge,[2009.       4.       9.      14.       3.      18.031],43,B0032,16,1028,01028.csv,,,
discharge,[2009.       4.       9.      16.      42.      43.421],43,B0032,17,1029,01029.csv,1.8302818174911863,,
charge,[2009.       4.       9.      17.      11.      50.437],43,B0032,18,1030,01030.csv,,,
discharge,[2009.       4.       9.      19.      50.      50.062],43,B0032,19,1031,01031.csv,1.8173838456081814,,
charge,[2009.       4.       9.      20.      19.      45.546],43,B0032,20,1032,01032.csv,,,
discharge,[2009.       4.       9.      22.      58.      17.875],43,B0032,21,1033,01033.csv,1.8057992981104682,,
impedance,[2009.       4.       9.      23.      31.       2.984],43,B0032,22,1034,01034.csv,,0.073042512,0.081399404
charge,[2.0090e+03 4.0000e+00 1.0000e+01 0.0000e+00 2.0000e+00 4.6968e+01],43,B0032,23,1035,01035.csv,,,
impedance,[2.0090e+03 4.0000e+00 1.0000e+01 2.0000e+00 4.8000e+01 4.1093e+01],43,B0032,24,1036,01036.csv,,0.070876499,0.077891581
discharge,[2009.       4.      10.      12.      49.       4.718],43,B0032,25,1037,01037.csv,1.8149829605049186,,
charge,[2009.       4.      10.      13.      17.      58.593],43,B0032,26,1038,01038.csv,,,
discharge,[2009.       4.      10.      15.      54.      20.093],43,B0032,27,1039,01039.csv,1.7995150369321797,,
charge,[2009.       4.      10.      16.      23.      10.515],43,B0032,28,1040,01040.csv,,,
discharge,[2009.       4.      10.      18.      59.       6.625],43,B0032,29,1041,01041.csv,1.7866516942518147,,
charge,[2009.       4.      10.      19.      27.      45.515],43,B0032,30,1042,01042.csv,,,
discharge,[2009.       4.      10.      22.       3.      26.625],43,B0032,31,1043,01043.csv,1.7735550719416031,,
charge,[2009.       4.      10.      22.      31.      53.968],43,B0032,32,1044,01044.csv,,,
discharge,[2.0090e+03 4.0000e+00 1.1000e+01 1.0000e+00 8.0000e+00 2.7484e+01],43,B0032,33,1045,01045.csv,1.769995333364443,,
impedance,[2.0090e+03 4.0000e+00 1.1000e+01 1.0000e+00 4.0000e+01 5.1828e+01],43,B0032,34,1046,01046.csv,,0.072780724,0.081114935
charge,[2.0090e+03 4.0000e+00 1.1000e+01 2.0000e+00 1.2000e+01 3.6406e+01],43,B0032,35,1047,01047.csv,,,
impedance,[2009.       4.      11.       4.      55.      36.515],43,B0032,36,1048,01048.csv,,0.070745512,0.078323986
discharge,[2009.       4.      13.       9.      51.      27.484],43,B0032,37,1049,01049.csv,1.799526080374287,,
charge,[2009.       4.      13.      10.      20.       8.484],43,B0032,38,1050,01050.csv,,,
discharge,[2009.       4.      13.      12.      55.      24.468],43,B0032,39,1051,01051.csv,1.7968530684449833,,
charge,[2009.       4.      13.      13.      24.      13.625],43,B0032,40,1052,01052.csv,,,
discharge,[2009.       4.      13.      15.      59.      56.875],43,B0032,41,1053,01053.csv,1.7838265504081745,,
charge,[2009.       4.      13.      16.      28.      34.562],43,B0032,42,1054,01054.csv,,,
discharge,[2009.       4.      13.      19.       4.      39.468],43,B0032,43,1055,01055.csv,1.7696444491040102,,
charge,[2009.       4.      13.      19.      33.       4.687],43,B0032,44,1056,01056.csv,,,
discharge,[2009.       4.      13.      22.       9.      45.531],43,B0032,45,1057,01057.csv,1.7512940457049684,,
impedance,[2009.       4.      13.      22.      42.       5.078],43,B0032,46,1058,01058.csv,,0.073175002,0.082273812
charge,[2009.       4.      13.      23.      13.      50.234],43,B0032,47,1059,01059.csv,,,
impedance,[2.0090e+03 4.0000e+00 1.4000e+01 1.0000e+00 5.5000e+01 1.5437e+01],43,B0032,48,1060,01060.csv,,0.071332626,0.078978636
discharge,[2009.       4.      14.      10.      33.      23.937],43,B0032,49,1061,01061.csv,1.7697554297961993,,
charge,[2.0090e+03 4.0000e+00 1.4000e+01 1.1000e+01 1.0000e+00 4.9609e+01],43,B0032,50,1062,01062.csv,,,
discharge,[2009.       4.      14.      13.      36.      17.437],43,B0032,51,1063,01063.csv,1.7547726933914918,,
charge,[2009.       4.      14.      14.       4.      40.828],43,B0032,52,1064,01064.csv,,,
discharge,[2009.       4.      14.      16.      39.      25.031],43,B0032,53,1065,01065.csv,1.7389166355812984,,
charge,[2009.       4.      14.      17.       7.      34.421],43,B0032,54,1066,01066.csv,,,
discharge,[2009.       4.      14.      19.      42.      47.234],43,B0032,55,1067,01067.csv,1.7337200518764075,,
charge,[2009.       4.      14.      20.      10.      51.968],43,B0032,56,1068,01068.csv,,,
discharge,[2009.       4.      14.      22.      45.      53.781],43,B0032,57,1069,01069.csv,1.7150972597500092,,
impedance,[2009.       4.      14.      23.      17.      53.031],43,B0032,58,1070,01070.csv,,0.073993711,0.083043327
charge,[2009.     4.    14.    23.    49.    38.5],43,B0032,59,1071,01071.csv,,,
impedance,[2.0090e+03 4.0000e+00 1.5000e+01 2.0000e+00 2.9000e+01 5.3781e+01],43,B0032,60,1072,01072.csv,,0.07176152,0.079782528
discharge,[2009.      4.     15.     14.     58.     30.25],43,B0032,61,1073,01073.csv,1.7462926148815636,,
charge,[2009.       4.      15.      15.      26.      47.046],43,B0032,62,1074,01074.csv,,,
discharge,[2.0090e+03 4.0000e+00 1.5000e+01 1.8000e+01 1.0000e+00 4.3843e+01],43,B0032,63,1075,01075.csv,1.719149261914565,,
charge,[2009.       4.      15.      18.      29.      47.312],43,B0032,64,1076,01076.csv,,,
discharge,[2.0090e+03 4.0000e+00 1.5000e+01 2.1000e+01 2.0000e+00 5.8328e+01],43,B0032,65,1077,01077.csv,1.711582246191498,,
charge,[2009.      4.     15.     21.     30.     55.25],43,B0032,66,1078,01078.csv,,,
discharge,[2.009e+03 4.000e+00 1.600e+01 0.000e+00 5.000e+00 8.120e-01],43,B0032,67,1079,01079.csv,1.6951051195225901,,
charge,[2009.      4.     16.      0.     32.     43.25],43,B0032,68,1080,01080.csv,,,
discharge,[2009.       4.      16.       3.       6.      43.062],43,B0032,69,1081,01081.csv,1.7005124371100973,,
impedance,[2009.       4.      16.       3.      38.      19.671],43,B0032,70,1082,01082.csv,,0.073519688,0.082442167
charge,[2009.       4.      16.       4.      10.       5.609],43,B0032,71,1083,01083.csv,,,
impedance,[2009.       4.      16.       6.      50.      32.687],43,B0032,72,1084,01084.csv,,0.071373796,0.079116488
discharge,[2009.      4.     16.     10.     13.     36.39],43,B0032,73,1085,01085.csv,1.7080989351250158,,
charge,[2009.       4.      16.      10.      41.      20.125],43,B0032,74,1086,01086.csv,,,
discharge,[2009.       4.      16.      13.      14.      46.296],43,B0032,75,1087,01087.csv,1.691435430587127,,
charge,[2009.       4.      16.      13.      42.      26.171],43,B0032,76,1088,01088.csv,,,
discharge,[2009.       4.      16.      16.      16.      19.734],43,B0032,77,1089,01089.csv,1.6844494328889932,,
charge,[2009.       4.      16.      16.      43.      53.531],43,B0032,78,1090,01090.csv,,,
discharge,[2009.       4.      16.      19.      17.      26.531],43,B0032,79,1091,01091.csv,1.664037581688075,,
charge,[2009.       4.      16.      19.      44.      53.671],43,B0032,80,1092,01092.csv,,,
discharge,[2009.      4.     16.     22.     17.     17.75],43,B0032,81,1093,01093.csv,1.6686372014231974,,
impedance,[2009.       4.      16.      22.      48.      37.781],43,B0032,82,1094,01094.csv,,0.073267574,0.082761888
charge,[2009.       4.      16.      23.      20.      24.234],43,B0032,83,1095,01095.csv,,,
impedance,[2.009e+03 4.000e+00 1.700e+01 2.000e+00 2.000e+00 2.218e+00],43,B0032,84,1096,01096.csv,,0.072146162,0.080061664
discharge,[2009.       4.      17.       9.      45.      34.062],43,B0032,85,1097,01097.csv,1.6899344075625968,,
charge,[2009.       4.      17.      10.      13.      13.906],43,B0032,86,1098,01098.csv,,,
discharge,[2009.       4.      17.      12.      46.      29.125],43,B0032,87,1099,01099.csv,1.669431712846442,,
charge,[2.009e+03 4.000e+00 1.700e+01 1.300e+01 1.400e+01 1.937e+00],43,B0032,88,1100,01100.csv,,,
discharge,[2009.       4.      17.      15.      46.      53.875],43,B0032,89,1101,01101.csv,1.6634226761839213,,
charge,[2009.       4.      17.      16.      14.      10.328],43,B0032,90,1102,01102.csv,,,
discharge,[2009.       4.      17.      18.      47.      33.937],43,B0032,91,1103,01103.csv,1.6436152195947373,,
charge,[2009.       4.      17.      19.      14.      44.062],43,B0032,92,1104,01104.csv,,,
discharge,[2009.       4.      17.      21.      46.      23.796],43,B0032,93,1105,01105.csv,1.6358000873538245,,
impedance,[2009.      4.     17.     22.     17.     27.25],43,B0032,94,1106,01106.csv,,0.074627766,0.083735549
charge,[2009.       4.      17.      22.      49.      14.125],43,B0032,95,1107,01107.csv,,,
impedance,[2.0090e+03 4.0000e+00 1.8000e+01 1.0000e+00 2.9000e+01 1.3015e+01],43,B0032,96,1108,01108.csv,,0.072332995,0.079435818
discharge,[2010.       4.      14.      16.      43.      39.921],24,B0039,0,1109,01109.csv,0.11903831859341765,,
impedance,[2010.       4.      14.      17.       5.      25.843],24,B0039,1,1110,01110.csv,,0.10413759871076331,0.12657715456937985
charge,[2010.       4.      14.      17.      37.      11.265],24,B0039,2,1111,01111.csv,,,
impedance,[2010.       4.      14.      20.      38.      28.218],24,B0039,3,1112,01112.csv,,0.11851988744947953,0.14797658847140885
discharge,[2010.       4.      14.      21.      10.      11.125],24,B0039,4,1113,01113.csv,0.4729861500927512,,
charge,[2010.       4.      14.      21.      36.      20.609],24,B0039,5,1114,01114.csv,,,
discharge,[2010.       4.      15.       0.      37.      31.546],24,B0039,6,1115,01115.csv,0.16280793829202067,,
charge,[2.0100e+03 4.0000e+00 1.5000e+01 1.0000e+00 3.0000e+00 3.1015e+01],24,B0039,7,1116,01116.csv,,,
discharge,[2010.       4.      15.       4.       4.      41.296],24,B0039,8,1117,01117.csv,0.4787632853388766,,
charge,[2010.       4.      15.       4.      30.      29.515],24,B0039,9,1118,01118.csv,,,
discharge,[2010.      4.     15.      7.     31.     40.14],24,B0039,10,1119,01119.csv,0.4711383364607152,,
charge,[2010.       4.      15.       7.      57.      17.515],24,B0039,11,1120,01120.csv,,,
discharge,[2010.     4.    15.    10.    58.    27.5],24,B0039,12,1121,01121.csv,0.4668172561120673,,
impedance,[2010.       4.      15.      11.      27.      45.375],24,B0039,13,1122,01122.csv,,0.099771813,0.12513128988193659
charge,[2010.       4.      15.      11.      59.      29.078],24,B0039,14,1123,01123.csv,,,
impedance,[2010.       4.      15.      15.       4.      41.281],24,B0039,15,1124,01124.csv,,0.102144214,0.12777204215045285
discharge,[2.01e+03 4.00e+00 1.60e+01 1.20e+01 1.50e+01 2.81e-01],24,B0039,16,1125,01125.csv,0.4699932676625547,,
impedance,[2010.       4.      16.      12.      39.      51.906],24,B0039,17,1126,01126.csv,,0.10302850846547995,0.12884712414973284
charge,[2010.       4.      16.      13.      11.      35.703],24,B0039,18,1127,01127.csv,,,
impedance,[2010.       4.      16.      16.      16.      47.734],24,B0039,19,1128,01128.csv,,0.1014537466753826,0.13110910853807886
discharge,[2010.       4.      16.      16.      48.      31.734],24,B0039,20,1129,01129.csv,0.4627052684317185,,
charge,[2010.       4.      16.      17.      13.      49.265],24,B0039,21,1130,01130.csv,,,
discharge,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 1.50e+01 4.06e-01],24,B0039,22,1131,01131.csv,0.46049447826560974,,
charge,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 4.00e+01 1.75e+00],24,B0039,23,1132,01132.csv,,,
discharge,[2010.       4.      16.      23.      41.      13.937],24,B0039,24,1133,01133.csv,0.4412227248835694,,
charge,[2010.       4.      17.       0.       5.      52.375],24,B0039,25,1134,01134.csv,,,
discharge,[2010.      4.     17.      3.      7.      6.64],24,B0039,26,1135,01135.csv,0.44354421943965844,,
charge,[2010.       4.      17.       3.      31.      41.546],24,B0039,27,1136,01136.csv,,,
discharge,[2010.       4.      17.       6.      32.      52.968],24,B0039,28,1137,01137.csv,0.4126655541164234,,
impedance,[2.010e+03 4.000e+00 1.700e+01 7.000e+00 1.000e+00 1.575e+01],24,B0039,29,1138,01138.csv,,0.099165716,0.12565796560453293
charge,[2.01e+03 4.00e+00 1.70e+01 7.00e+00 3.30e+01 3.10e-02],24,B0039,30,1139,01139.csv,,,
impedance,[2010.       4.      17.      10.      38.      12.078],24,B0039,31,1140,01140.csv,,0.096501138,0.12581449539815304
discharge,[2010.       4.      21.      13.      51.      46.531],44,B0039,32,1141,01141.csv,1.7461791006389626,,
impedance,[2010.       4.      21.      15.      43.      24.515],24,B0039,33,1142,01142.csv,,0.10669290243539739,0.12258906792907628
charge,[2010.      4.     21.     16.     15.      8.89],44,B0039,34,1143,01143.csv,,,
impedance,[2010.       4.      21.      18.      57.      26.593],24,B0039,35,1144,01144.csv,,0.10575691934226002,0.11665906488176643
discharge,[2010    4   21   19   29   11],44,B0039,36,1145,01145.csv,1.7695250734505363,,
charge,[2010.       4.      21.      21.      20.       8.062],44,B0039,37,1146,01146.csv,,,
discharge,[2010.       4.      21.      23.      57.       8.859],44,B0039,38,1147,01147.csv,1.7715391419501945,,
charge,[2.010e+03 4.000e+00 2.200e+01 1.000e+00 4.800e+01 2.578e+00],44,B0039,39,1148,01148.csv,,,
discharge,[2010.       4.      22.       4.      30.      34.312],44,B0039,40,1149,01149.csv,1.770625483958279,,
charge,[2010.       4.      22.       6.      21.      26.218],44,B0039,41,1150,01150.csv,,,
discharge,[2010.       4.      22.       8.      59.      11.468],44,B0039,42,1151,01151.csv,1.7704040639447296,,
charge,[2010.       4.      22.      10.      49.      53.203],44,B0039,43,1152,01152.csv,,,
discharge,[2010.       4.      22.      13.      28.      29.546],44,B0039,44,1153,01153.csv,1.7695081788801759,,
impedance,[2010.       4.      22.      15.      23.      20.265],24,B0039,45,1154,01154.csv,,0.10422074398072559,0.12260960869737472
charge,[2010.       4.      22.      15.      55.       5.187],44,B0039,46,1155,01155.csv,,,
impedance,[2010.      4.     22.     18.     36.     48.75],24,B0039,47,1156,01156.csv,,0.10431068055669727,0.11502293583564212
discharge,[2010.       4.      23.      16.      52.      59.406],44,B0039,48,1157,01157.csv,1.7638356274269416,,
impedance,[2010.       4.      23.      18.      45.      33.031],24,B0039,49,1158,01158.csv,,0.10475454289935465,0.12303707308395159
charge,[2010.       4.      23.      19.      17.      17.953],44,B0039,50,1159,01159.csv,,,
impedance,[2010.       4.      23.      21.      59.      15.687],24,B0039,51,1160,01160.csv,,0.10372260075043041,0.1158034441415268
discharge,[2010    4   23   22   31    1],44,B0039,52,1161,01161.csv,1.7715725869786123,,
charge,[2010.       4.      24.       0.      21.      39.015],44,B0039,53,1162,01162.csv,,,
discharge,[2.0100e+03 4.0000e+00 2.4000e+01 2.0000e+00 5.8000e+01 5.5031e+01],44,B0039,54,1163,01163.csv,1.7701196454489683,,
charge,[2010.       4.      24.       4.      49.      39.921],44,B0039,55,1164,01164.csv,,,
discharge,[2010.       4.      24.       7.      27.      28.203],44,B0039,56,1165,01165.csv,1.7667569752860521,,
charge,[2010.       4.      24.       9.      18.      11.328],44,B0039,57,1166,01166.csv,,,
discharge,[2010.      4.     24.     11.     56.     33.14],44,B0039,58,1167,01167.csv,1.7648743629092642,,
charge,[2010.       4.      24.      13.      47.      11.187],44,B0039,59,1168,01168.csv,,,
discharge,[2010.       4.      24.      16.      24.      41.656],44,B0039,60,1169,01169.csv,1.763838685943225,,
impedance,[2010.       4.      24.      18.      19.       6.343],24,B0039,61,1170,01170.csv,,0.10468253421849981,0.12371921204909304
charge,[2010.       4.      24.      18.      50.      52.015],44,B0039,62,1171,01171.csv,,,
impedance,[2010.       4.      24.      21.      33.      55.265],24,B0039,63,1172,01172.csv,,0.10216367165923392,0.11577837674365084
discharge,[2010.       4.      24.      22.       5.      41.156],44,B0039,64,1173,01173.csv,1.7657225752056789,,
charge,[2.010e+03 4.000e+00 2.400e+01 2.300e+01 5.600e+01 1.906e+00],44,B0039,65,1174,01174.csv,,,
discharge,[2.0100e+03 4.0000e+00 2.5000e+01 2.0000e+00 3.3000e+01 5.9171e+01],44,B0039,66,1175,01175.csv,1.7645632809383045,,
charge,[2010.       4.      25.       4.      24.      28.203],44,B0039,67,1176,01176.csv,,,
discharge,[2.0100e+03 4.0000e+00 2.5000e+01 7.0000e+00 2.0000e+00 2.6234e+01],44,B0039,68,1177,01177.csv,1.7608991948479125,,
charge,[2010.       4.      25.       8.      52.      42.531],44,B0039,69,1178,01178.csv,,,
discharge,[2010.       4.      25.      11.      31.       4.593],44,B0039,70,1179,01179.csv,1.7598362095817717,,
charge,[2010.       4.      25.      13.      21.      18.453],44,B0039,71,1180,01180.csv,,,
discharge,[2010.       4.      25.      16.       0.      19.781],44,B0039,72,1181,01181.csv,1.7590955400143164,,
impedance,[2010.       4.      25.      17.      54.      30.406],24,B0039,73,1182,01182.csv,,0.10432497770452183,0.12251910856300942
charge,[2010.       4.      25.      18.      26.      16.593],44,B0039,74,1183,01183.csv,,,
impedance,[2010.       4.      25.      21.      10.      12.703],24,B0039,75,1184,01184.csv,,0.1047400112572983,0.11748575320016656
discharge,[2010.       4.      25.      21.      41.      58.937],44,B0039,76,1185,01185.csv,1.7560495443976523,,
charge,[2.01e+03 4.00e+00 2.50e+01 2.30e+01 3.20e+01 5.31e-01],44,B0039,77,1186,01186.csv,,,
discharge,[2.0100e+03 4.0000e+00 2.6000e+01 2.0000e+00 1.9000e+01 2.2218e+01],44,B0039,78,1187,01187.csv,1.7571677199949287,,
charge,[2010.       4.      26.       4.       9.      40.156],44,B0039,79,1188,01188.csv,,,
discharge,[2010.       4.      26.       6.      50.      42.203],44,B0039,80,1189,01189.csv,1.7558911269459976,,
charge,[2010.       4.      26.       8.      40.      56.187],44,B0039,81,1190,01190.csv,,,
discharge,[2010.      4.     26.     11.     20.     44.75],44,B0039,82,1191,01191.csv,1.7533419072229914,,
charge,[2010.       4.      26.      13.      10.      50.468],44,B0039,83,1192,01192.csv,,,
discharge,[2010.       4.      26.      15.      51.       7.953],44,B0039,84,1193,01193.csv,1.7506673845335168,,
impedance,[2010.       4.      26.      17.      45.       4.484],24,B0039,85,1194,01194.csv,,0.10555188286730889,0.123643384
charge,[2010.      4.     26.     18.     16.     51.14],44,B0039,86,1195,01195.csv,,,
impedance,[2010.       4.      26.      21.       3.      28.609],24,B0039,87,1196,01196.csv,,0.10388916051668466,0.11598649883487762
discharge,[2010.       4.      26.      21.      35.      15.343],44,B0039,88,1197,01197.csv,1.7510006664162403,,
charge,[2010.       4.      26.      23.      25.       3.734],44,B0039,89,1198,01198.csv,,,
discharge,[2.0100e+03 4.0000e+00 2.7000e+01 2.0000e+00 5.0000e+00 4.1234e+01],44,B0039,90,1199,01199.csv,1.7496058853847873,,
charge,[2010.       4.      27.       3.      55.      37.234],44,B0039,91,1200,01200.csv,,,
discharge,[2010.       4.      27.       6.      36.       5.468],44,B0039,92,1201,01201.csv,1.7477359172183355,,
charge,[2010.       4.      27.       8.      25.      55.031],44,B0039,93,1202,01202.csv,,,
discharge,[2010.       4.      27.      11.       7.      40.968],44,B0039,94,1203,01203.csv,1.7444225468099093,,
charge,[2010.       4.      27.      12.      57.      30.421],44,B0039,95,1204,01204.csv,,,
discharge,[2010.       4.      27.      15.      43.      29.625],44,B0039,96,1205,01205.csv,1.743308366083936,,
impedance,[2010.       4.      27.      17.      37.      16.015],24,B0039,97,1206,01206.csv,,0.10699460054134487,0.12333536476641997
charge,[2010.       4.      27.      18.       9.       3.375],44,B0039,98,1207,01207.csv,,,
impedance,[2010.       4.      27.      20.      57.      53.687],24,B0039,99,1208,01208.csv,,0.10367964289518751,0.11582993101311871
discharge,[2010.       4.      28.      13.      22.      57.656],44,B0039,100,1209,01209.csv,1.6556691733888471,,
impedance,[2010.       4.      28.      14.      21.       8.187],24,B0039,101,1210,01210.csv,,0.10226557927213518,0.11619091271968048
charge,[2010.       4.      28.      14.      52.      55.562],44,B0039,102,1211,01211.csv,,,
impedance,[2010.       4.      28.      17.      34.      11.406],24,B0039,103,1212,01212.csv,,0.10260174191072342,0.11522459440593265
discharge,[2010.       4.      28.      18.       5.      58.859],44,B0039,104,1213,01213.csv,1.642976695,,
charge,[2010.       4.      28.      19.       0.      20.687],44,B0039,105,1214,01214.csv,,,
discharge,[2010.       4.      28.      21.      37.      16.375],44,B0039,106,1215,01215.csv,1.6343822729361266,,
charge,[2010.       4.      28.      22.      31.      34.312],44,B0039,107,1216,01216.csv,,,
discharge,[2.01e+03 4.00e+00 2.90e+01 1.00e+00 8.00e+00 3.35e+01],44,B0039,108,1217,01217.csv,1.6265067062165601,,
charge,[2.0100e+03 4.0000e+00 2.9000e+01 2.0000e+00 2.0000e+00 3.8281e+01],44,B0039,109,1218,01218.csv,,,
discharge,[2010.       4.      29.       4.      39.      21.156],44,B0039,110,1219,01219.csv,1.618865991735961,,
charge,[2010.       4.      29.       5.      33.      24.531],44,B0039,111,1220,01220.csv,,,
discharge,[2010.       4.      29.       8.      11.       8.671],44,B0039,112,1221,01221.csv,1.6114968339209264,,
impedance,[2010.       4.      29.       9.       8.      59.468],24,B0039,113,1222,01222.csv,,0.10456181700206076,0.11683766667785118
charge,[2010.       4.      29.       9.      40.      47.281],44,B0039,114,1223,01223.csv,,,
impedance,[2.01e+03 4.00e+00 2.90e+01 1.20e+01 2.40e+01 5.78e-01],24,B0039,115,1224,01224.csv,,0.10459572193166208,0.11701782728982862
discharge,[2.010e+03 5.000e+00 4.000e+00 1.300e+01 2.200e+01 1.921e+00],44,B0039,116,1225,01225.csv,1.3240805773461226,,
impedance,[2010.       5.       4.      13.      52.      15.937],24,B0039,117,1226,01226.csv,,0.10493381622184512,0.11615802009771455
charge,[2010.       5.       4.      14.      24.       3.921],44,B0039,118,1227,01227.csv,,,
impedance,[2010.       5.       4.      16.      54.      50.843],24,B0039,119,1228,01228.csv,,0.1065281068779178,0.11819047381996031
discharge,[2010.       5.       4.      17.      26.      38.953],44,B0039,120,1229,01229.csv,1.3153386221697692,,
charge,[2010.       5.       4.      17.      52.      57.984],44,B0039,121,1230,01230.csv,,,
discharge,[2010.       4.      14.      16.      43.      39.921],24,B0040,0,1231,01231.csv,0.6734628137095633,,
impedance,[2010.       4.      14.      17.       5.      25.843],24,B0040,1,1232,01232.csv,,0.11879545490125676,0.14757159306159412
charge,[2010.       4.      14.      17.      37.      11.265],24,B0040,2,1233,01233.csv,,,
impedance,[2010.       4.      14.      20.      38.      28.218],24,B0040,3,1234,01234.csv,,0.1219059975893953,0.14761160367891857
discharge,[2010.       4.      14.      21.      10.      11.125],24,B0040,4,1235,01235.csv,0.7913062105760345,,
charge,[2010.       4.      14.      21.      36.      20.609],24,B0040,5,1236,01236.csv,,,
discharge,[2010.       4.      15.       0.      37.      31.546],24,B0040,6,1237,01237.csv,0.7865824034601745,,
charge,[2.0100e+03 4.0000e+00 1.5000e+01 1.0000e+00 3.0000e+00 3.1015e+01],24,B0040,7,1238,01238.csv,,,
discharge,[2010.       4.      15.       4.       4.      41.296],24,B0040,8,1239,01239.csv,0.7795871426061582,,
charge,[2010.       4.      15.       4.      30.      29.515],24,B0040,9,1240,01240.csv,,,
discharge,[2010.      4.     15.      7.     31.     40.14],24,B0040,10,1241,01241.csv,0.7628241523125163,,
charge,[2010.       4.      15.       7.      57.      17.515],24,B0040,11,1242,01242.csv,,,
discharge,[2010.     4.    15.    10.    58.    27.5],24,B0040,12,1243,01243.csv,0.7405021514606399,,
impedance,[2010.       4.      15.      11.      27.      45.375],24,B0040,13,1244,01244.csv,,0.11642042064497071,0.13851259434303276
charge,[2010.       4.      15.      11.      59.      29.078],24,B0040,14,1245,01245.csv,,,
impedance,[2010.       4.      15.      15.       4.      41.281],24,B0040,15,1246,01246.csv,,0.11735952503933766,0.14194627781411706
discharge,[2.01e+03 4.00e+00 1.60e+01 1.20e+01 1.50e+01 2.81e-01],24,B0040,16,1247,01247.csv,0.7783970881100656,,
impedance,[2010.       4.      16.      12.      39.      51.906],24,B0040,17,1248,01248.csv,,0.1167088325664584,0.13968627167754774
charge,[2010.       4.      16.      13.      11.      35.703],24,B0040,18,1249,01249.csv,,,
impedance,[2010.       4.      16.      16.      16.      47.734],24,B0040,19,1250,01250.csv,,0.11643602363821205,0.1430713061031339
discharge,[2010.       4.      16.      16.      48.      31.734],24,B0040,20,1251,01251.csv,0.7733165409025605,,
charge,[2010.       4.      16.      17.      13.      49.265],24,B0040,21,1252,01252.csv,,,
discharge,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 1.50e+01 4.06e-01],24,B0040,22,1253,01253.csv,0.7589575236409498,,
charge,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 4.00e+01 1.75e+00],24,B0040,23,1254,01254.csv,,,
discharge,[2010.       4.      16.      23.      41.      13.937],24,B0040,24,1255,01255.csv,0.7407399462256391,,
charge,[2010.       4.      17.       0.       5.      52.375],24,B0040,25,1256,01256.csv,,,
discharge,[2010.      4.     17.      3.      7.      6.64],24,B0040,26,1257,01257.csv,0.7446218752617147,,
charge,[2010.       4.      17.       3.      31.      41.546],24,B0040,27,1258,01258.csv,,,
discharge,[2010.       4.      17.       6.      32.      52.968],24,B0040,28,1259,01259.csv,0.7149875629820736,,
impedance,[2.010e+03 4.000e+00 1.700e+01 7.000e+00 1.000e+00 1.575e+01],24,B0040,29,1260,01260.csv,,0.116168955,0.13905422680888596
charge,[2.01e+03 4.00e+00 1.70e+01 7.00e+00 3.30e+01 3.10e-02],24,B0040,30,1261,01261.csv,,,
impedance,[2010.       4.      17.      10.      38.      12.078],24,B0040,31,1262,01262.csv,,0.11666729189582106,0.14080317639160897
discharge,[2010.       4.      21.      13.      51.      46.531],44,B0040,32,1263,01263.csv,1.7075144448533202,,
impedance,[2010.       4.      21.      15.      43.      24.515],24,B0040,33,1264,01264.csv,,0.12473379305405503,0.13860878642005267
charge,[2010.      4.     21.     16.     15.      8.89],44,B0040,34,1265,01265.csv,,,
impedance,[2010.       4.      21.      18.      57.      26.593],24,B0040,35,1266,01266.csv,,0.12435013494712618,0.13440667384213176
discharge,[2010    4   21   19   29   11],44,B0040,36,1267,01267.csv,1.730880859428193,,
charge,[2010.       4.      21.      21.      20.       8.062],44,B0040,37,1268,01268.csv,,,
discharge,[2010.       4.      21.      23.      57.       8.859],44,B0040,38,1269,01269.csv,1.7328212845233328,,
